""	"chr"	"pos"	"HeadingDays"	"PlantHeight"	"Biomass"	"Tillers"	"GrainYield"
"0102356148"	"1"	16.39854	0.000407859787678433	1.10668191198197	0.764390432709547	0.00291165912102542	0.185845621963381
"0102374494"	"1"	16.39854	0.000407859787678433	1.10668191198197	0.764390432709547	0.00291165912102542	0.185845621963381
"0103367936"	"1"	16.39854	0.000407859787678433	1.10668191198197	0.764390432709547	0.00291165912102542	0.185845621963381
"0104151178"	"1"	16.39854	0.000407859787685538	1.10668191198201	0.764390432709547	0.00291165912103253	0.185845621963381
"c1.loc17"	"1"	17	0.000271007011996005	1.03187705145253	0.807130898573291	0.00759712090231091	0.208641278037348
"c1.loc18"	"1"	18	9.66281018293103e-05	0.902987990278007	0.863157437432804	0.020436735455867	0.242540948075174
"c1.loc19"	"1"	19	8.23750480805074e-06	0.769502864190358	0.892622199739165	0.0394358867527629	0.265878945515865
"c1.loc20"	"1"	20	1.67706216132046e-05	0.634947311611143	0.88695339778306	0.0638613717112193	0.274554042437543
"c1.loc21"	"1"	21	0.000115536378011427	0.505013670582244	0.839270615495408	0.0925612506514568	0.268207596735493
"0104227805"	"1"	21.280463	0.000157128356747194	0.470109612982498	0.818223274208876	0.101261944357532	0.264098517360807
"0104276532"	"1"	21.280463	0.000157128356725877	0.470109612982455	0.818223274208862	0.101261944357525	0.264098517360765
"0104514513"	"1"	21.280463	0.000157128356725877	0.470109612982455	0.818223274208862	0.101261944357525	0.264098517360765
"0104612138"	"1"	21.280463	0.000157128356725877	0.470109612982455	0.818223274208862	0.101261944357525	0.264098517360765
"0104651462"	"1"	21.280463	0.000157128356725877	0.470109612982455	0.818223274208862	0.101261944357525	0.264098517360765
"0104677443"	"1"	21.280463	0.000157128356747194	0.470109612982483	0.81822327420889	0.101261944357546	0.264098517360821
"c1.loc22"	"1"	22	1.63604283898167e-07	0.468933561961464	0.714000636758286	0.0783399975123942	0.173804424322498
"c1.loc23"	"1"	23	0.000265254845288609	0.446408249951759	0.560189440300704	0.051063883561234	0.0672607172917168
"0104751364"	"1"	23.553582	0.000646907843467659	0.423755659470743	0.473932602037678	0.0383888868756443	0.0283612479773012
"0104989034"	"1"	23.553582	0.000646907843474764	0.423755659470743	0.473932602037692	0.0383888868756586	0.0283612479773154
"0104995156"	"1"	23.553582	0.000646907843474764	0.423755659470743	0.473932602037692	0.0383888868756586	0.0283612479773154
"0105502090"	"1"	23.553582	0.000646907843474764	0.423755659470743	0.473932602037692	0.0383888868756586	0.0283612479773154
"0105748132"	"1"	23.553582	0.000646907843503186	0.423755659470757	0.473932602037721	0.0383888868756586	0.0283612479773439
"c1.loc24"	"1"	24	0.00210079411430542	0.453518450717326	0.46965582421798	0.027040314818727	0.0279381828744363
"c1.loc25"	"1"	25	0.00861970317991734	0.519948026821211	0.454071771531872	0.00725537993147185	0.026479376815189
"c1.loc26"	"1"	26	0.0194543120357409	0.584987067026034	0.42961582741323	6.27300914146645e-06	0.024332653832559
"c1.loc27"	"1"	27	0.033373829561377	0.64732719099122	0.396377732046602	0.00781230177529579	0.0216367450186965
"0105773050"	"1"	27.973974	0.0481982936022618	0.704781006379491	0.356880734785619	0.026230454134172	0.018712369035029
"0105796793"	"1"	27.973974	0.0481982936022476	0.704781006379449	0.356880734785577	0.0262304541341294	0.0187123690350006
"0106034319"	"1"	27.973974	0.0481982936022476	0.704781006379449	0.356880734785577	0.0262304541341294	0.0187123690350006
"0106289089"	"1"	27.973974	0.0481982936022476	0.704781006379449	0.356880734785577	0.0262304541341294	0.0187123690350006
"0106321745"	"1"	27.973974	0.048198293602276	0.704781006379449	0.356880734785619	0.0262304541341649	0.018712369035029
"c1.loc28"	"1"	28	0.0482856895454518	0.710024032771571	0.364884938629189	0.025269594482495	0.0202863915514655
"c1.loc29"	"1"	29	0.0500829081735574	0.895072856155181	0.697974598785095	0.000633391286648077	0.131935515553351
"c1.loc30"	"1"	30	0.0486354730413012	1.04750127654678	0.993135411343417	0.0130475230954872	0.30433177533385
"0106418435"	"1"	30.136468	0.0481984054543645	1.06621092674291	1.02843656062923	0.0171041629854258	0.328783851418791
"0106469491"	"1"	30.136468	0.0481984054543645	1.0662109267429	1.02843656062925	0.0171041629854258	0.328783851418791
"c1.loc31"	"1"	31	0.09822512688676	1.09594132133252	1.05081827005515	0.00975749313044361	0.407569205835941
"0106691070"	"1"	31.72458	0.14711259326134	1.12070292940093	1.06982270337696	0.00513833095176608	0.469306552561349
"0106805589"	"1"	31.72458	0.147112593261355	1.12070292940093	1.06982270337696	0.00513833095176608	0.469306552561349
"0106817885"	"1"	31.72458	0.147112593261355	1.12070292940093	1.06982270337696	0.00513833095176608	0.469306552561349
"0106876268"	"1"	31.72458	0.147112593261355	1.12070292940093	1.06982270337696	0.00513833095176608	0.469306552561349
"0106931203"	"1"	31.72458	0.147112593261355	1.12070292940093	1.06982270337696	0.00513833095176608	0.469306552561349
"0107109578"	"1"	31.72458	0.147112593261362	1.12070292940098	1.06982270337699	0.0051383309517945	0.469306552561406
"c1.loc32"	"1"	32	0.142607333923316	1.12139361633	1.06759458672228	0.00696447264293454	0.455961215212099
"c1.loc33"	"1"	33	0.126165981372417	1.12156175965515	1.04707574815207	0.0159897206957282	0.401923935868652
"c1.loc34"	"1"	34	0.109691385156019	1.11759170686142	1.00892617771746	0.0288473649326235	0.340576280509964
"c1.loc35"	"1"	35	0.0935677982010503	1.10876530717698	0.956289011746009	0.0453594383767353	0.275562294448079
"c1.loc36"	"1"	36	0.0781733378881455	1.09431418468922	0.892582042323184	0.0651345355761279	0.211479677954046
"c1.loc37"	"1"	37	0.0638479479457388	1.07347734791017	0.821330345292424	0.0876233468150502	0.153015711598357
"c1.loc38"	"1"	38	0.0508652236441023	1.04563468912174	0.746075615137954	0.112194360356298	0.103736088494173
"0107759129"	"1"	38.062165	0.0501002394464223	1.04364572657079	0.741299495700801	0.11379055852629	0.100998664937251
"0107768789"	"1"	38.062165	0.0501002394463939	1.04364572657077	0.741299495700773	0.113790558526269	0.100998664937194
"0107835647"	"1"	38.062165	0.0501002394463939	1.04364572657077	0.741299495700773	0.113790558526269	0.100998664937194
"0107950187"	"1"	38.062165	0.0501002394463939	1.04364572657077	0.741299495700773	0.113790558526269	0.100998664937194
"0108093554"	"1"	38.062165	0.0501002394463939	1.04364572657077	0.741299495700773	0.113790558526269	0.100998664937194
"0108118367"	"1"	38.062165	0.0501002394463939	1.04364572657077	0.741299495700773	0.113790558526269	0.100998664937194
"0108160573"	"1"	38.062165	0.0501002394463939	1.04364572657077	0.741299495700773	0.113790558526269	0.100998664937194
"c1.loc39"	"1"	39	0.0589066029219012	0.966303547988375	0.665546995008668	0.0660711359501747	0.10687215361267
"0108229973"	"1"	39.811353	0.0670019067306811	0.890990845710107	0.592992960949644	0.0327852540602009	0.112116814388898
"0108266613"	"1"	39.811353	0.0670019067306811	0.890990845710107	0.592992960949644	0.0327852540601725	0.112116814388884
"0108496244"	"1"	39.811353	0.0670019067306811	0.890990845710107	0.592992960949644	0.0327852540601725	0.112116814388884
"0108502524"	"1"	39.811353	0.0670019067306811	0.890990845710107	0.592992960949644	0.0327852540601725	0.112116814388884
"0108508225"	"1"	39.811353	0.0670019067306171	0.890990845710064	0.592992960949644	0.0327852540601512	0.112116814388884
"c1.loc40"	"1"	40	0.0810166147650904	0.875407235310774	0.5389456557523	0.0201467747222495	0.0891975916011063
"c1.loc41"	"1"	41	0.16124596828579	0.781453270194007	0.21903030140885	0.00789781634126996	0.006597320374226
"0108542401"	"1"	41.700283	0.20565292339063	0.702097735018697	0.046445851768496	0.0574712165725373	0.00549680544988007
"0108579861"	"1"	41.700283	0.205652923390645	0.702097735018697	0.046445851768496	0.0574712165725373	0.00549680544985165
"0108636811"	"1"	41.700283	0.205652923390645	0.702097735018697	0.046445851768496	0.0574712165725373	0.00549680544985165
"0108671094"	"1"	41.700283	0.205652923390659	0.702097735018711	0.0464458517685244	0.0574712165725515	0.00549680544988007
"0108721936"	"1"	41.843423	0.205652923386602	0.702097734963445	0.0464458517685813	0.0574712165742639	0.00549680545051956
"0108744614"	"1"	41.848107	0.205652923238716	0.702097734978693	0.0464458517483166	0.0574712165669524	0.00549680547119635
"0108783269"	"1"	41.848107	0.205652923238723	0.702097734978707	0.0464458517483166	0.0574712165669737	0.00549680547119635
"c1.loc42"	"1"	42	0.200886686344973	0.700850503057893	0.045814268388142	0.0572973264089711	0.00618635942707613
"c1.loc43"	"1"	43	0.169785069907071	0.692955233523733	0.0417796805651278	0.0561801573783711	0.0116877942249403
"c1.loc44"	"1"	44	0.139363142696489	0.685531538733713	0.0379127707273028	0.055096630619957	0.0188394239961696
"0108850047"	"1"	44.345759	0.12912279989807	0.683068636498732	0.0366095672184912	0.0547279743727245	0.021683854070389
"0109513000"	"1"	44.345759	0.129122799898042	0.683068636498717	0.0366095672184628	0.0547279743726961	0.0216838540703748
"0110144620"	"1"	44.345759	0.129122799898084	0.683068636498732	0.036609567218477	0.0547279743727174	0.0216838540703748
"c1.loc45"	"1"	45	0.143527861046095	0.701922527633002	0.040222845607218	0.05456856123309	0.0195436509118281
"c1.loc46"	"1"	46	0.168290339410127	0.730573734898769	0.0464074663535285	0.0541445521129802	0.0162322600787945
"c1.loc47"	"1"	47	0.196562195197394	0.758268445464438	0.053426503816226	0.0534641928093436	0.012927418645063
"c1.loc48"	"1"	48	0.228242032866682	0.783859183700244	0.0612244137795557	0.0524854406156265	0.009728197530535
"c1.loc49"	"1"	49	0.262916756095564	0.806089946789172	0.0696386951644712	0.0511715765417975	0.00675763869107016
"c1.loc50"	"1"	50	0.299839583463097	0.823678947922033	0.0783842606161329	0.0494929972785485	0.00415720840790357
"c1.loc51"	"1"	51	0.337983665296214	0.835386331519032	0.0870626953768436	0.047436061467856	0.00207775318760639
"c1.loc52"	"1"	52	0.376143834637283	0.840056336270877	0.0952199951727124	0.0450079180829803	0.000662425485657536
"c1.loc53"	"1"	53	0.413047357971102	0.836628362438134	0.102422138837582	0.0422365855290465	2.75400071387821e-05
"c1.loc54"	"1"	54	0.447432873972552	0.824129217769084	0.108319615251133	0.0391775596426314	0.000240459454076358
"c1.loc55"	"1"	55	0.478098920888421	0.80165257440305	0.112701659317779	0.0359080870782336	0.0013080651571471
"c1.loc56"	"1"	56	0.503945025879233	0.768340110424319	0.11550629306376	0.032520415852332	0.00317294087000164
"c1.loc57"	"1"	57	0.524022170792435	0.723390558334771	0.116797540838718	0.0291158834005287	0.00572420479439018
"c1.loc58"	"1"	58	0.537619525147321	0.666159628059873	0.116739791333174	0.025787899821033	0.00881581114205687
"c1.loc59"	"1"	59	0.544388370137703	0.596563057200939	0.115560152938329	0.022617524405149	0.012288369163457
"c1.loc60"	"1"	60	0.544486550880563	0.516403763183959	0.1135076171565	0.0196660306077305	0.0159880921521562
"c1.loc61"	"1"	61	0.538657606646439	0.432407418817633	0.110827447001711	0.01697315750949	0.0197797804213025
"c1.loc62"	"1"	62	0.528152714862202	0.356307372970164	0.107739020022095	0.0145576521298736	0.0235534439594858
"c1.loc63"	"1"	63	0.514466444811767	0.294807559552609	0.104424849904845	0.0124216438783904	0.0272256614460673
"0110408130"	"1"	63.078004	0.513297419532833	0.290578490549592	0.104158878500073	0.0122651323262133	0.0275085329555935
"0110428574"	"1"	63.078004	0.513297419532819	0.290578490549578	0.104158878500044	0.0122651323261991	0.0275085329555793
"0110510975"	"1"	63.078004	0.513297419532819	0.290578490549578	0.104158878500044	0.0122651323261991	0.0275085329555793
"0110550031"	"1"	63.078004	0.513297419532819	0.290578490549578	0.104158878500044	0.0122651323261991	0.0275085329555793
"0110564325"	"1"	63.078004	0.513297419532819	0.290578490549578	0.104158878500044	0.0122651323261991	0.0275085329555793
"0110698958"	"1"	63.078004	0.513297419532819	0.290578490549578	0.104158878500044	0.0122651323261991	0.0275085329555793
"0110760101"	"1"	63.078004	0.513297419532819	0.290578490549578	0.104158878500044	0.0122651323261991	0.0275085329555793
"0110849443"	"1"	63.078004	0.513297419532847	0.290578490549606	0.104158878500087	0.0122651323262275	0.0275085329555935
"c1.loc64"	"1"	64	0.458154182153862	0.279230628565642	0.0952589471750542	0.00760285779506376	0.023714368787239
"c1.loc65"	"1"	65	0.398468728475109	0.261673070230444	0.0848587586001059	0.00374249199870746	0.0192973216496455
"c1.loc66"	"1"	66	0.339930254867326	0.239241078616601	0.0739290250827196	0.00121538821585432	0.0148194231893086
"c1.loc67"	"1"	67	0.283775177565666	0.213121982665868	0.0628235632288323	7.21275992248138e-05	0.0105975760121595
"c1.loc68"	"1"	68	0.231270937124279	0.184940250919951	0.0519598174006717	0.000312973666495964	0.00693235089354971
"c1.loc69"	"1"	69	0.183555713164459	0.156494430573389	0.0417596451820401	0.00188866156191381	0.00403176496610058
"0111019087"	"1"	69.882663	0.146065891121864	0.13246088689489	0.0335842965543094	0.00431872165842861	0.0021678247939434
"0111052799"	"1"	69.882663	0.146065891121836	0.132460886894876	0.033584296554281	0.0043187216584073	0.00216782479391497
"0111193398"	"1"	69.882663	0.146065891121836	0.132460886894876	0.033584296554281	0.0043187216584073	0.00216782479391497
"0111260608"	"1"	69.882663	0.146065891121836	0.132460886894876	0.033584296554281	0.0043187216584073	0.00216782479391497
"0111376719"	"1"	69.882663	0.146065891121836	0.132460886894876	0.033584296554281	0.0043187216584073	0.00216782479391497
"0111649310"	"1"	69.882663	0.146065891121836	0.132460886894876	0.033584296554281	0.0043187216584073	0.00216782479391497
"0111728424"	"1"	69.882663	0.146065891121836	0.132460886894876	0.033584296554281	0.0043187216584073	0.00216782479391497
"0111785879"	"1"	69.882663	0.146065891121872	0.13246088689489	0.0335842965542952	0.00431872165844283	0.0021678247939434
"c1.loc70"	"1"	70	0.16757139096854	0.127086973321795	0.0254200371131788	0.00192782019921367	0.000854494753895096
"c1.loc71"	"1"	71	0.365532056363399	0.0837376525894484	0.00614064395078628	0.0238083537092422	0.0152292413698518
"0112140421"	"1"	71.558798	0.461721395965576	0.0621526044336349	0.0401010400459398	0.0638211758394434	0.0410760405675603
"0112164078"	"1"	71.558798	0.461721395965583	0.0621526044336207	0.0401010400458972	0.0638211758394363	0.0410760405675461
"c1.loc72"	"1"	72	0.532877604636475	0.0985346725095297	0.0200704035619879	0.0752054039657253	0.0284834530636857
"c1.loc73"	"1"	73	0.687668622661256	0.203806826678672	7.69248273968515e-07	0.103832042108138	0.00616440709404742
"0112202135"	"1"	73.234933	0.722158337857287	0.231421497981344	0.00116257255659491	0.111130464135506	0.00318294148344478
"0112337906"	"1"	73.234933	0.722158337857266	0.23142149798133	0.00116257255655228	0.111130464135492	0.00318294148341636
"0112383107"	"1"	73.234933	0.722158337857266	0.23142149798133	0.00116257255655228	0.111130464135492	0.00318294148341636
"0112416903"	"1"	73.234933	0.72215833785728	0.231421497981344	0.00116257255655228	0.111130464135492	0.00318294148341636
"c1.loc74"	"1"	74	0.711006819509016	0.325441667598199	0.00328495561197428	0.124291137780396	2.61906052401173e-09
"c1.loc75"	"1"	75	0.693611848204071	0.458239197843881	0.00767824439203935	0.140542541444724	0.0055865559821342
"c1.loc76"	"1"	76	0.672896026764043	0.588516722114065	0.0138525666276337	0.155101314527506	0.0219436621357829
"0112483588"	"1"	76.332618	0.665219954437738	0.62997632615884	0.0162972138174524	0.159513166560856	0.0295509770434705
"0112494855"	"1"	76.332618	0.665219954437738	0.629976326158825	0.0162972138174382	0.159513166560821	0.0295509770434563
"0112622241"	"1"	76.332618	0.665219954437738	0.62997632615884	0.0162972138174382	0.159513166560835	0.029550977043499
"c1.loc77"	"1"	77	0.57885476400083	0.656437297816765	0.0381101876704122	0.133163732392291	0.0693020213234092
"c1.loc78"	"1"	78	0.424972802093436	0.694045237888062	0.0839667699218296	0.0958902992229937	0.148125239432034
"0112981550"	"1"	78.297055	0.375238269302251	0.70478210916113	0.0994705639697884	0.0855581725529362	0.172861757761424
"0113635032"	"1"	78.297055	0.375238269302216	0.70478210916113	0.09947056396976	0.0855581725529362	0.172861757761424
"c1.loc79"	"1"	79	0.495831237047739	1.1828827389936	0.0935121380599071	0.136011738981381	0.165481351468273
"c1.loc80"	"1"	80	0.654703848123802	1.54859651377279	0.080754809845061	0.227118056849335	0.154929308603187
"c1.loc81"	"1"	81	0.758604158860564	1.76514014575228	0.0648990724604772	0.335051959628927	0.14432257447136
"c1.loc82"	"1"	82	0.802784243403103	1.91910952549486	0.0486125031752351	0.451631435552848	0.133726099922256
"0114930205"	"1"	82.62284	0.803815753719263	1.99544072560475	0.0392039404305535	0.525819187016431	0.127143400035067
"0114954754"	"1"	82.62284	0.803815753719235	1.99544072560474	0.0392039404305109	0.525819187016417	0.127143400035038
"0115273270"	"1"	82.62284	0.803815753719235	1.99544072560474	0.0392039404305109	0.525819187016417	0.127143400035038
"0115377162"	"1"	82.62284	0.803815753719235	1.99544072560474	0.0392039404305109	0.525819187016417	0.127143400035038
"0115448047"	"1"	82.62284	0.803815753719284	1.99544072560475	0.0392039404305677	0.525819187016445	0.127143400035095
"0117540508"	"1"	82.62284	0.803815753719235	1.99544072560474	0.0392039404305109	0.525819187016417	0.127143400035038
"0118105754"	"1"	82.62284	0.803815753719235	1.99544072560474	0.0392039404305109	0.525819187016417	0.127143400035038
"0118358179"	"1"	82.62284	0.803815753719235	1.99544072560474	0.0392039404305109	0.525819187016417	0.127143400035038
"0118988676"	"1"	82.62284	0.803815753719249	1.99544072560475	0.0392039404305677	0.525819187016431	0.127143400035067
"c1.loc83"	"1"	83	0.760965944406514	1.95954182841776	0.0273263142776443	0.539549580599463	0.109335545319496
"c1.loc84"	"1"	84	0.625425124752056	1.82080652452838	0.00520643420618683	0.560027274591199	0.0659363443965475
"c1.loc85"	"1"	85	0.447214571055568	1.57210082297125	0.000597070321788351	0.553333109464809	0.0314854560955382
"0120417175"	"1"	85.693711	0.308600295620046	1.27131722052417	0.00778559425479841	0.531252874419437	0.0147994106893776
"0120742711"	"1"	85.693711	0.308600295620032	1.27131722052415	0.00778559425481262	0.531252874419437	0.0147994106893492
"0121105277"	"1"	85.693711	0.308600295620032	1.27131722052415	0.00778559425481262	0.531252874419437	0.0147994106893492
"0121141891"	"1"	85.693711	0.308600295620039	1.27131722052418	0.00778559425481262	0.531252874419472	0.0147994106893918
"c1.loc86"	"1"	86	0.332489105963532	1.26724370551926	0.00350587426949289	0.507263093001349	0.0232017661383708
"c1.loc87"	"1"	87	0.408105043660655	1.2549107423781	0.00143125641577058	0.423593651720559	0.061981095505999
"0121419413"	"1"	87.38014	0.435620152074073	1.25059263000283	0.00551917823155179	0.389723652058798	0.080162172346661
"0121569119"	"1"	87.38014	0.435620152074065	1.25059263000279	0.00551917823152337	0.389723652058777	0.0801621723466042
"0121598222"	"1"	87.38014	0.435620152074065	1.25059263000279	0.00551917823152337	0.389723652058777	0.0801621723466042
"0121736313"	"1"	87.38014	0.435620152074065	1.25059263000279	0.00551917823152337	0.389723652058777	0.0801621723466042
"0121935687"	"1"	87.38014	0.435620152074065	1.25059263000279	0.00551917823152337	0.389723652058777	0.0801621723466042
"0121969949"	"1"	87.38014	0.435620152074065	1.25059263000279	0.00551917823152337	0.389723652058777	0.0801621723466042
"0122085332"	"1"	87.38014	0.435620152074058	1.25059263000279	0.00551917823150916	0.389723652058763	0.0801621723466184
"c1.loc88"	"1"	88	0.414631952788262	1.22249577228561	0.00204697064998527	0.381873688009421	0.072720715779738
"c1.loc89"	"1"	89	0.379640783627273	1.17315624222779	1.5035672021213e-05	0.365846103211972	0.0596758018231185
"c1.loc90"	"1"	90	0.343577277734447	1.1186557030108	0.00304859783180689	0.345946377486676	0.0458510922779709
"c1.loc91"	"1"	91	0.307069265473125	1.05915511764067	0.0115619549745958	0.322788424556073	0.0322327866100522
"c1.loc92"	"1"	92	0.270805924329203	0.995049276724899	0.0253980781259031	0.297181355239815	0.0200537016842759
"c1.loc93"	"1"	93	0.235495014216973	0.927019470671382	0.0438315900760955	0.270049573854592	0.0104379420681653
"c1.loc94"	"1"	94	0.20181161539729	0.856077687553736	0.0657630110367933	0.242346312896046	0.00400177900760923
"c1.loc95"	"1"	95	0.170345663024023	0.783575420043519	0.0899840647926879	0.214968641578743	0.000708043285484905
"0122238890"	"1"	95.316024	0.160878577120911	0.760439792535848	0.0979853083481999	0.206455751676259	0.000243690075365066
"0122286230"	"1"	95.316024	0.160878577120904	0.760439792535834	0.0979853083481856	0.206455751676259	0.000243690075350855
"0122343800"	"1"	95.316024	0.160878577120904	0.760439792535834	0.0979853083481856	0.206455751676259	0.000243690075350855
"0122395240"	"1"	95.316024	0.160878577120918	0.760439792535863	0.0979853083481999	0.206455751676295	0.000243690075365066
"c1.loc96"	"1"	96	0.143389072494848	0.660539044063157	0.116455125168727	0.180393906985501	0.000247888771809812
"c1.loc97"	"1"	97	0.118739223317441	0.476548728238242	0.144709006831505	0.143204912330269	0.00375648972418219
"0122783559"	"1"	97.390608	0.109454701675993	0.394987690840054	0.156053731395247	0.129187774200659	0.00622228541126901
"0123141823"	"1"	97.390608	0.109454701675972	0.394987690840011	0.156053731395204	0.129187774200624	0.00622228541121217
"0123213956"	"1"	97.390608	0.109454701675972	0.394987690840011	0.156053731395204	0.129187774200624	0.00622228541121217
"0123267548"	"1"	97.390608	0.109454701675972	0.394987690840011	0.156053731395204	0.129187774200624	0.00622228541121217
"0123771694"	"1"	97.390608	0.109454701675972	0.394987690840011	0.156053731395204	0.129187774200624	0.00622228541121217
"0123792040"	"1"	97.390608	0.109454701675986	0.394987690840054	0.156053731395232	0.129187774200673	0.00622228541126901
"c1.loc98"	"1"	98	0.302304621489832	0.418094697970574	0.151028483441166	0.0824729894261935	0.0105630240000778
"0123826130"	"1"	98.489553	0.444365648809672	0.436742882626433	0.14711357827899	0.0499676817573729	0.0148727849939547
"0123864099"	"1"	98.489553	0.444365648809672	0.436742882626433	0.147113578279004	0.0499676817573871	0.0148727849939547
"c1.loc99"	"1"	99	0.40339329381689	0.394173687078521	0.226801486751938	0.0644729225930973	0.0185386436289292
"c1.loc100"	"1"	100	0.323674293116397	0.3107400920494	0.409476064880465	0.0961135203793688	0.0269149182491759
"0123899219"	"1"	100.762672	0.264627306167334	0.248739400790328	0.547465131819663	0.121361590900548	0.0343921940435905
"0123918597"	"1"	100.762672	0.264627306167306	0.248739400790299	0.547465131819663	0.121361590900548	0.0343921940435763
"c1.loc101"	"1"	101	0.274538350609696	0.261543522216598	0.501896386702867	0.137756499241924	0.0185628296848108
"0123962832"	"1"	101.861617	0.310888547887785	0.30830821056739	0.310107079783322	0.20076092415961	0.00326725772653447
"0123978692"	"1"	101.861617	0.310888547887785	0.30830821056739	0.310107079783307	0.20076092415961	0.00326725772653447
"0123988629"	"1"	101.861617	0.310888547887814	0.30830821056739	0.310107079783336	0.200760924159631	0.00326725772656289
"c1.loc102"	"1"	102	0.321698640882786	0.306138819405376	0.305698513393807	0.19852859373119	0.00411479916651558
"c1.loc103"	"1"	103	0.398642990059308	0.290591688669252	0.273657597965212	0.182537275091917	0.0131189270610435
"0124237869"	"1"	103.740232	0.453046951161802	0.279090620344121	0.249557305766885	0.170734302415283	0.022970498620225
"0124267819"	"1"	103.740232	0.453046951161802	0.279090620344078	0.249557305766842	0.170734302415262	0.0229704986202108
"0124331923"	"1"	103.740232	0.453046951161802	0.279090620344107	0.249557305766857	0.170734302415291	0.022970498620225
"c1.loc104"	"1"	104	0.450897233905089	0.310172053593661	0.251791086831645	0.17036280582537	0.0271073477448454
