Sample	#Read	Average	Total	Depth	Mapped_Depth	Mapped_rate	#Library	FileName
GN246_?	85056734	101	8590730134	23.0933605753	15.4284526559	0.668090406575	1	../../input/fastq/Bam/RIL246_0_AGTTCC_FC1213L2.recal.bam
GN126_?	50553718	101	5105925518	13.7256062312	9.18887791398	0.669469731188	1	../../input/fastq/Bam/RIL126_0_ACTTGA_FC1213L3.recal.bam
GN80_?	24561624	101	2480724024	6.66861296774	4.5614830914	0.684022766573	1	../../input/fastq/Bam/RIL80_0_GCCAAT_FC197L6.recal.bam
GN107_?	27792530	101	2807045530	7.5458213172	5.47123108871	0.725067671061	1	../../input/fastq/Bam/RIL107_0_GGCTAC_FC1213L5.recal.bam
GN268_?	69071106	101	6976181706	18.753176629	13.6462400511	0.727676186335	1	../../input/fastq/Bam/RIL268_0_ATCACG_FC197L5.recal.bam
GN182_?	40862040	101	4127066040	11.0942635484	8.1363178172	0.73338061438	1	../../input/fastq/Bam/RIL182_0_GTCCGC_FC1213L6.recal.bam
GN195_?	34338312	101	3468169512	9.32303632258	6.86934259409	0.736813882989	1	../../input/fastq/Bam/RIL195_0_CGTACG_FC1213L6.recal.bam
GN230_?	36121216	101	3648242816	9.80710434409	7.37217652419	0.75171796542	1	../../input/fastq/Bam/RIL230_0_TGACCA_FC271L3.recal.bam
GN163_?	18894018	101	1908295818	5.12982746774	4.10534292742	0.800288694549	1	../../input/fastq/Bam/RIL163_0_TGACCA_FC1213L3.recal.bam
GN231_?	71879076	101	7259786676	19.5155555806	15.96605475	0.818119406543	1	../../input/fastq/Bam/RIL231_0_TTAGGC_FC197L5.recal.bam
GN91_?	26782796	101	2705062396	7.27167310753	6.01373276882	0.827008128651	1	../../input/fastq/Bam/RIL91_0_GATCAG_FC1213L5.recal.bam
GN255_?	31158158	101	3146973958	8.45960741398	7.18135657258	0.848899508116	1	../../input/fastq/Bam/RIL255_0_GGCTAC_FC0813L5.recal.bam
GN52_?	27891282	101	2817019482	7.57263301613	6.48423692473	0.85627243667	1	../../input/fastq/Bam/RIL52_0_ATTCCT_FC153L8.recal.bam
GN48_?	29784296	101	3008213896	8.08659649462	6.94842315054	0.859251868837	1	../../input/fastq/Bam/RIL48_0_GTGGCC_FC153L8.recal.bam
GN53_?	27295894	101	2756885294	7.41098197312	6.38559739247	0.861639849569	1	../../input/fastq/Bam/RIL53_0_TTAGGC_FC153L8.recal.bam
GN110_?	20892614	101	2110154014	5.67245702688	5.04141744355	0.888753748095	1	../../input/fastq/Bam/RIL110_0_ACAGTG_FC0813L3.recal.bam
GN193_?	20183796	101	2038563396	5.48000912903	4.8857134543	0.891552064835	1	../../input/fastq/Bam/RIL193_0_GCCAAT_FC1213L6.recal.bam
GN49_?	28659740	101	2894633740	7.78127349462	6.99389785753	0.898811468632	1	../../input/fastq/Bam/RIL49_0_GTTTCG_FC153L8.recal.bam
GN184_?	38793376	101	3918130976	10.5326101505	9.51601094086	0.903480790123	1	../../input/fastq/Bam/RIL184_0_GTGAAA_FC1213L6.recal.bam
GN189_?	17735892	101	1791325092	4.81539003226	4.35206610753	0.903782679777	1	../../input/fastq/Bam/RIL189_0_CCGTCC_FC0813L5.recal.bam
GN35_?	27468894	101	2774358294	7.45795240323	6.74317567473	0.904159119038	1	../../input/fastq/Bam/RIL35_0_GTTTCG_FC153L7.recal.bam
GN73_?	17099176	101	1727016776	4.64251821505	4.19809812366	0.904271761399	1	../../input/fastq/Bam/RIL73_0_CTTGTA_FC197L2.recal.bam
GN256_?	41501074	101	4191608474	11.2677647151	10.2359155914	0.908424683178	2	../../input/fastq/Bam/RIL256_0_AGTTCC_FC271L3.recal.bam
GN170_?	23190848	101	2342275648	6.29643991398	5.73938174462	0.911528073488	1	../../input/fastq/Bam/RIL170_0_AGTTCC_FC1213L3.recal.bam
GN79_?	18152798	101	1833432598	4.92858225269	4.50080842742	0.913205501433	1	../../input/fastq/Bam/RIL79_0_CCGTCC_FC197L2.recal.bam
GN217_?	34483490	101	3482832490	9.36245293011	8.59069672581	0.917569016361	2	../../input/fastq/Bam/RIL217_0_TTAGGC_FC251L4.recal.bam
GN54_?	37373858	101	3774759658	10.1472033817	9.36588991667	0.923002088786	1	../../input/fastq/Bam/RIL54_0_TAGCTT_FC197L6.recal.bam
GN247_?	37941540	101	3832095540	10.3013320968	9.58387533871	0.930353011501	1	../../input/fastq/Bam/RIL247_0_GTGAAA_FC0813L3.recal.bam
GN113_?	32373798	101	3269753598	8.78966020968	8.19185587097	0.93198777604	1	../../input/fastq/Bam/RIL113_0_CGATGT_FC197L2.recal.bam
GN239_?	46700366	101	4716736966	12.6794004462	11.8563992312	0.935091472302	1	../../input/fastq/Bam/RIL239_0_GGTAGC_FC1213L7.recal.bam
GN185_?	29689302	101	2998619502	8.0608051129	7.55275746505	0.936973088825	1	../../input/fastq/Bam/RIL185_0_GTGGCC_FC1213L7.recal.bam
GN257_?	16892128	101	1706104928	4.58630356989	4.3126799086	0.940338955518	1	../../input/fastq/Bam/RIL257_0_CTTGTA_FC0813L5.recal.bam
GN276_?	24063002	101	2430363202	6.53323441398	6.15959930376	0.942810086622	1	../../input/fastq/Bam/RIL276_0_AGTCAA_FC1213L1.recal.bam
GN42_?	37841636	101	3822005236	10.2742076237	9.68698547849	0.942845018646	1	../../input/fastq/Bam/RIL42_0_ACTTGA_FC153L8.recal.bam
GN12_?	41540522	101	4195592722	11.2784750591	10.636639879	0.943092024698	2	../../input/fastq/Bam/RIL12_0_ATTCCT_FC193L5.recal.bam
GN197_?	50478918	101	5098370718	13.705297629	12.927973121	0.943282916643	1	../../input/fastq/Bam/RIL197_0_CCGTCC_FC0813L3.recal.bam
GN47_?	49084492	101	4957533692	13.3267034731	12.5743368253	0.943544429471	2	../../input/fastq/Bam/RIL47_0_GGCTAC_FC193L5.recal.bam
GN165_?	24573468	101	2481920268	6.67182867742	6.30494319086	0.945009756051	1	../../input/fastq/Bam/RIL165_0_AGTTCC_FC0813L6.recal.bam
GN106_?	32429664	101	3275396064	8.80482812903	8.35729088441	0.949171382103	1	../../input/fastq/Bam/RIL106_0_GCCAAT_FC0813L6.recal.bam
GN144_?	39331864	101	3972518264	10.6788125376	10.1444275108	0.949958384886	1	../../input/fastq/Bam/RIL144_0_CAGATC_FC0813L6.recal.bam
GN198_?	34917380	101	3526655380	9.48025639785	9.01653091667	0.951085132962	1	../../input/fastq/Bam/RIL198_0_GTCCGC_FC0813L3.recal.bam
GN274_?	19922820	101	2012204820	5.40915274194	5.16502270968	0.954867232651	1	../../input/fastq/Bam/RIL274_0_GTCCGC_FC0813L6.recal.bam
GN157_?	33463396	101	3379802996	9.08549192473	8.67756595699	0.955101388992	1	../../input/fastq/Bam/RIL157_0_CTTGTA_FC0813L6.recal.bam
GN60_?	99703586	101	10070062186	27.0700596398	25.8630518091	0.955411704048	2	../../input/fastq/Bam/RIL60_0_ATCACG_FC0813L2.recal.bam
GN89_?	77789840	101	7856773840	21.1203597849	20.1923886183	0.956062719759	1	../../input/fastq/Bam/RIL89_0_GTGGCC_FC0813L6.recal.bam
GN248_?	15499268	101	1565426068	4.2081345914	4.03014978495	0.95770458321	1	../../input/fastq/Bam/RIL248_0_ATTCCT_FC0813L8.recal.bam
GN129_?	56819688	101	5738788488	15.4268507742	14.7980008817	0.959236664587	1	../../input/fastq/Bam/RIL129_0_AGTCAA_FC0813L3.recal.bam
GN77_?	18103004	101	1828403404	4.91506291398	4.71840804032	0.959989347624	1	../../input/fastq/Bam/RIL77_0_ATGTCA_FC197L2.recal.bam
GN158_?	35287992	101	3564087192	9.58087954839	9.2005998871	0.96030848114	1	../../input/fastq/Bam/RIL158_0_AGTCAA_FC0813L6.recal.bam
GN128_?	45337196	101	4579056796	12.3092924624	11.8319925269	0.961224421554	1	../../input/fastq/Bam/RIL128_0_CTTGTA_FC0813L3.recal.bam
GN215_?	23810054	101	2404815454	6.46455767204	6.22374299194	0.962748467517	1	../../input/fastq/Bam/RIL215_0_GTCCGC_FC0813L1.recal.bam
GN181_?	42745302	101	4317275502	11.6055793065	11.1868639866	0.963921204721	1	../../input/fastq/Bam/RIL181_0_GTAGAG_FC1213L6.recal.bam
GN270_?	34207992	101	3455007192	9.28765374194	8.9619624086	0.964932872996	1	../../input/fastq/Bam/RIL270_0_GTCCGC_FC0813L5.recal.bam
GN94_?	24833916	101	2508225516	6.74254170968	6.51045891398	0.965579331105	1	../../input/fastq/Bam/RIL94_0_ATGTCA_FC197L3.recal.bam
GN14_?	22645674	101	2287213074	6.14842224194	5.94074044892	0.966221937135	1	../../input/fastq/Bam/RIL14_0_ACTTGA_FC153L6.recal.bam
GN71_?	43276886	101	4370965486	11.7499072204	11.3533961532	0.966254110797	1	../../input/fastq/Bam/RIL71_0_CGATGT_FC0813L6.recal.bam
GN9_?	22707104	101	2293417504	6.1651008172	5.95861690591	0.966507618056	1	../../input/fastq/Bam/RIL9_0_GTTTCG_FC153L5.recal.bam
GN200_?	22975798	101	2320555598	6.2380526828	6.02945998925	0.966561248493	1	../../input/fastq/Bam/RIL200_0_GAGTGG_FC0813L8.recal.bam
GN36_?	26072784	101	2633351184	7.07890103226	6.85509399194	0.968383928621	1	../../input/fastq/Bam/RIL36_0_GAGTGG_FC153L7.recal.bam
GN140_?	61930092	101	6254939292	16.8143529355	16.2954958441	0.969142012578	1	../../input/fastq/Bam/RIL140_0_CGTACG_FC197L7.recal.bam
GN102_?	18224980	101	1840722980	4.94818005376	4.79760697312	0.969570007759	1	../../input/fastq/Bam/RIL102_0_ATGTCA_FC197L6.recal.bam
GN262_?	20682138	101	2088895938	5.61531166129	5.4486366828	0.970317768888	1	../../input/fastq/Bam/RIL262_0_AGTTCC_FC0813L8.recal.bam
GN214_?	21635764	101	2185212164	5.87422624731	5.70003545699	0.970346598345	1	../../input/fastq/Bam/RIL214_0_GTTTCG_FC0813L1.recal.bam
GN175_?	26465148	101	2672979948	7.18542996774	6.9737871828	0.970545564302	1	../../input/fastq/Bam/RIL175_0_GTGGCC_FC0813L8.recal.bam
GN2_?	19649664	101	1984616064	5.33498941935	5.17825696774	0.970621787731	1	../../input/fastq/Bam/RIL2_0_TTAGGC_FC153L5.recal.bam
GN264_?	16894680	101	1706362680	4.58699645161	4.45608714785	0.97146077937	1	../../input/fastq/Bam/RIL264_0_TGACCA_FC0813L8.recal.bam
GN125_?	21837728	101	2205610528	5.92906055914	5.76353350538	0.972082077403	1	../../input/fastq/Bam/RIL125_0_CAGATC_FC0813L3.recal.bam
GN266_?	52930694	101	5346000094	14.3709679946	13.9738634167	0.972367583165	1	../../input/fastq/Bam/RIL266_0_GTGAAA_FC0813L5.recal.bam
GN149_?	22639214	101	2286560614	6.1466683172	5.97811452151	0.972578023248	1	../../input/fastq/Bam/RIL149_0_ATGTCA_FC0813L7.recal.bam
GN249_?	23975394	101	2421514794	6.50944837097	6.3312151371	0.97261930294	1	../../input/fastq/Bam/RIL249_0_GATCAG_FC0813L5.recal.bam
GN172_?	22520578	101	2274578378	6.11445800538	5.94784520161	0.972751010209	1	../../input/fastq/Bam/RIL172_0_GTCCGC_FC0813L8.recal.bam
GN277_?	150041568	101	15154198368	40.7370923871	39.6394385054	0.973055173617	2	../../input/fastq/Bam/RIL277_1_TGACCA_FC1213L8.recal.bam
GN267_?	22090104	101	2231100504	5.997582	5.83615820699	0.973085187829	1	../../input/fastq/Bam/RIL267_0_GCCAAT_FC0813L8.recal.bam
GN167_?	51338426	101	5185181026	13.938658672	13.5661872339	0.973277813387	3	../../input/fastq/Bam/RIL167_0_AGTCAA_FC271L4.recal.bam
GN50_?	21456864	101	2167143264	5.82565393548	5.67189826882	0.973607140354	1	../../input/fastq/Bam/RIL50_0_TTAGGC_FC197L1.recal.bam
GN28_?	29421042	101	2971525242	7.98797108065	7.7788030672	0.9738146256	1	../../input/fastq/Bam/RIL28_0_CGATGT_FC0813L3.recal.bam
GN275_?	17847374	101	1802584774	4.84565799462	4.72146681989	0.974370627298	1	../../input/fastq/Bam/RIL275_0_CTTGTA_FC1213L1.recal.bam
GN142_?	29439828	101	2973422628	7.99307158065	7.79197379301	0.974840987522	1	../../input/fastq/Bam/RIL142_0_GGCTAC_FC0813L7.recal.bam
GN57_?	29682204	101	2997902604	8.05887796774	7.85667325269	0.974909073464	1	../../input/fastq/Bam/RIL57_0_TAGCTT_FC197L1.recal.bam
GN263_?	24724954	101	2497220354	6.71295794086	6.54604132258	0.97513516102	1	../../input/fastq/Bam/RIL263_0_ATGTCA_FC0813L8.recal.bam
GN156_?	105291784	101	10634470184	28.5872854409	27.8800250672	0.975259617598	1	../../input/fastq/Bam/RIL156_0_GCCAAT_FC0813L2.recal.bam
GN76_?	23262430	101	2349505430	6.31587481183	6.15989741667	0.97530391279	1	../../input/fastq/Bam/RIL76_0_AGTTCC_FC197L2.recal.bam
GN1_?	23383054	101	2361688454	6.34862487634	6.19321574194	0.975520819479	1	../../input/fastq/Bam/RIL1_0_CGTACG_FC153L5.recal.bam
GN159_?	40340816	101	4074422416	10.9527484301	10.6871852204	0.975753737852	1	../../input/fastq/Bam/RIL159_0_AGTTCC_FC0813L3.recal.bam
GN155_?	27643964	101	2792040364	7.50548484946	7.32616396505	0.976108021266	1	../../input/fastq/Bam/RIL155_0_ACAGTG_FC0813L5.recal.bam
GN203_?	34036842	101	3437721042	9.24118559677	9.02312578226	0.976403480675	1	../../input/fastq/Bam/RIL203_0_ACTGAT_FC0813L8.recal.bam
GN271_?	28432662	101	2871698862	7.71962059677	7.53933831183	0.976646224683	1	../../input/fastq/Bam/RIL271_0_CAGATC_FC0813L8.recal.bam
GN229_?	32073648	101	3239438448	8.70816787097	8.50653766129	0.976845851772	1	../../input/fastq/Bam/RIL229_0_CAGATC_FC0813L5.recal.bam
GN10_?	24009350	101	2424944350	6.51866760753	6.3682620457	0.97692694721	1	../../input/fastq/Bam/RIL10_0_GAGTGG_FC153L5.recal.bam
GN98_?	22765866	101	2299352466	6.18105501613	6.04087136022	0.977320432265	1	../../input/fastq/Bam/RIL98_0_CGTACG_FC205L2.recal.bam
GN121_?	33081754	101	3341257154	8.98187406989	8.77825644086	0.977330162119	1	../../input/fastq/Bam/RIL121_0_GATCAG_FC197L8.recal.bam
GN4_?	21499518	101	2171451318	5.83723472581	5.70789580914	0.977842433491	1	../../input/fastq/Bam/RIL4_0_GATCAG_FC153L5.recal.bam
GN56_?	26394726	101	2665867326	7.16631001613	7.01073852151	0.978291269248	1	../../input/fastq/Bam/RIL56_0_GATCAG_FC197L1.recal.bam
GN137_?	31624854	101	3194110254	8.5863178871	8.4010132957	0.978418619735	1	../../input/fastq/Bam/RIL137_0_GTGGCC_FC197L3.recal.bam
GN51_?	36269834	101	3663253234	9.84745493011	9.63707274462	0.97863588237	1	../../input/fastq/Bam/RIL51_0_ACTGAT_FC153L8.recal.bam
GN78_?	55845422	101	5640387622	15.1623323172	14.8399126237	0.978735481666	2	../../input/fastq/Bam/RIL78_0_GCCAAT_FC271L4.recal.bam
GN84_?	28838590	101	2912697590	7.82983223118	7.66523671237	0.978978410526	1	../../input/fastq/Bam/RIL84_0_GTCCGC_FC0813L7.recal.bam
GN117_?	31272064	101	3158478464	8.49053350538	8.31316067204	0.979109341807	1	../../input/fastq/Bam/RIL117_0_GCCAAT_FC0813L3.recal.bam
GN46_?	32165500	101	3248715500	8.7331061828	8.55109115054	0.979158042002	1	../../input/fastq/Bam/RIL46_0_TAGCTT_FC153L8.recal.bam
GN26_?	31456364	101	3177092764	8.54057194624	8.36440269624	0.979372663668	1	../../input/fastq/Bam/RIL26_0_ACTTGA_FC153L7.recal.bam
GN69_?	35833688	101	3619202488	9.72903894624	9.52925795968	0.979465496267	1	../../input/fastq/Bam/RIL69_0_CGTACG_FC197L1.recal.bam
GN72_?	30513170	101	3081830170	8.2844897043	8.11466472043	0.979500851599	1	../../input/fastq/Bam/RIL72_0_ATTCCT_FC197L1.recal.bam
GN40_?	108186612	101	10926847812	29.3732468065	28.772297621	0.979540934326	1	../../input/fastq/Bam/RIL40_0_ACAGTG_FC193L6.recal.bam
GN62_?	28110942	101	2839205142	7.6322718871	7.47648508871	0.979588410805	1	../../input/fastq/Bam/RIL62_0_AGTCAA_FC197L1.recal.bam
GN251_?	28102462	101	2838348662	7.62996952151	7.47446536022	0.979619294566	1	../../input/fastq/Bam/RIL251_0_ATGTCA_FC0813L5.recal.bam
GN11_?	32377968	101	3270174768	8.7907923871	8.61209216398	0.97967188676	1	../../input/fastq/Bam/RIL11_0_ACTGAT_FC153L5.recal.bam
GN119_?	39295754	101	3968871154	10.6690084785	10.4567735403	0.980107341877	1	../../input/fastq/Bam/RIL119_0_GCCAAT_FC197L2.recal.bam
GN139_?	27085794	101	2735665194	7.35393869355	7.20800183871	0.980155279923	1	../../input/fastq/Bam/RIL139_0_GTTTCG_FC197L3.recal.bam
GN75_?	87991956	101	8887187556	23.890289129	23.4167810376	0.980179892807	1	../../input/fastq/Bam/RIL75_0_AGTCAA_FC197L7.recal.bam
GN68_?	31098622	101	3140960822	8.44344306989	8.2768693629	0.980271826835	1	../../input/fastq/Bam/RIL68_0_GTTTCG_FC197L1.recal.bam
GN213_?	23203254	101	2343528654	6.29980820968	6.17642557796	0.980414859054	1	../../input/fastq/Bam/RIL213_0_GTCCGC_FC197L6.recal.bam
GN101_?	30323666	101	3062690266	8.23303834946	8.07604470968	0.98093126339	1	../../input/fastq/Bam/RIL101_0_TTAGGC_FC0813L5.recal.bam
GN199_?	54282810	101	5482563810	14.7380747581	14.4582681048	0.981014707971	1	../../input/fastq/Bam/RIL199_0_CGTACG_FC0813L8.recal.bam
GN151_?	20854356	101	2106289956	5.66206977419	5.55526906183	0.981137513908	1	../../input/fastq/Bam/RIL151_0_ACTGAT_FC197L3.recal.bam
GN65_?	28549786	101	2883528386	7.75142039247	7.60566544624	0.981196356428	1	../../input/fastq/Bam/RIL65_0_CTTGTA_FC197L6.recal.bam
GN3_?	24519986	101	2476518586	6.65730802688	6.53273212903	0.981287346575	1	../../input/fastq/Bam/RIL3_0_ACTTGA_FC153L5.recal.bam
GN20_?	26666216	101	2693287816	7.24002101075	7.10532094892	0.981395073077	1	../../input/fastq/Bam/RIL20_0_GTGGCC_FC153L6.recal.bam
GN86_?	35582892	101	3593872092	9.66094648387	9.48156831183	0.981432650275	1	../../input/fastq/Bam/RIL86_0_GTGAAA_FC0813L6.recal.bam
GN118_?	40086046	101	4048690646	10.8835770054	10.6827165134	0.981544625279	1	../../input/fastq/Bam/RIL118_0_CAGATC_FC197L2.recal.bam
GN254_?	97603796	101	9857983396	26.4999553656	26.0139775753	0.981661184571	1	../../input/fastq/Bam/RIL254_0_TAGCTT_FC0813L2.recal.bam
GN17_?	22677414	101	2290418814	6.15703982258	6.04474275538	0.981761191995	1	../../input/fastq/Bam/RIL17_0_ATCACG_FC153L6.recal.bam
GN243_?	55860078	101	5641867878	15.1663115	14.8912836129	0.981865868501	3	../../input/fastq/Bam/RIL243_0_GAGTGG_FC251L2.recal.bam
GN58_?	47000526	101	4747053126	12.7608955	12.5328152366	0.982126625562	2	../../input/fastq/Bam/RIL58_0_CTTGTA_FC193L6.recal.bam
GN146_?	32568132	101	3289381332	8.84242293548	8.68481895161	0.982176380273	1	../../input/fastq/Bam/RIL146_0_GATCAG_FC0813L7.recal.bam
GN143_?	31020946	101	3133115546	8.42235361828	8.27457622849	0.98245414566	1	../../input/fastq/Bam/RIL143_0_TTAGGC_FC0813L7.recal.bam
GN122_?	47346356	101	4781981956	12.8547902043	12.6299430269	0.982508685568	1	../../input/fastq/Bam/RIL122_0_TGACCA_FC0813L5.recal.bam
GN173_?	48172784	101	4865451184	13.0791698495	12.8507105645	0.982532585204	1	../../input/fastq/Bam/RIL173_0_GTGAAA_FC0813L7.recal.bam
GN18_?	15322530	101	1547575530	4.16014927419	4.0884599086	0.982767597779	1	../../input/fastq/Bam/RIL18_0_TAGCTT_FC153L6.recal.bam
GN43_?	43716840	101	4415400840	11.8693570968	11.6655363817	0.982827990312	2	../../input/fastq/Bam/RIL43_0_GATCAG_FC193L5.recal.bam
GN227_?	26964418	101	2723406218	7.32098445699	7.19528832796	0.982830706748	1	../../input/fastq/Bam/RIL227_0_CTTGTA_FC205L2.recal.bam
GN67_?	23763664	101	2400130064	6.45196253763	6.3415980457	0.982894430758	1	../../input/fastq/Bam/RIL67_0_GGCTAC_FC197L2.recal.bam
GN136_?	26893248	101	2716218048	7.30166141935	7.17709502419	0.982939992968	1	../../input/fastq/Bam/RIL136_0_GTGAAA_FC197L3.recal.bam
GN38_?	26079336	101	2634012936	7.08067993548	6.96000882796	0.982957694935	1	../../input/fastq/Bam/RIL38_0_ATTCCT_FC153L7.recal.bam
GN8_?	27594560	101	2787050560	7.49207139785	7.36442721774	0.982962765125	1	../../input/fastq/Bam/RIL8_0_GTGGCC_FC153L5.recal.bam
GN259_?	65572112	101	6622783312	17.8031809462	17.4999365914	0.982966844197	1	../../input/fastq/Bam/RIL259_0_ACTGAT_FC197L7.recal.bam
GN63_?	34190182	101	3453208382	9.28281823118	9.12647946237	0.983158264557	1	../../input/fastq/Bam/RIL63_0_GTGGCC_FC197L1.recal.bam
GN111_?	65263594	101	6591622994	17.7194166505	17.4245762016	0.983360600705	1	../../input/fastq/Bam/RIL111_0_CGTACG_FC0813L7.recal.bam
GN59_?	41356672	101	4177023872	11.2285587957	11.0432381855	0.983495601387	1	../../input/fastq/Bam/RIL59_0_GATCAG_FC197L6.recal.bam
GN134_?	35144808	101	3549625608	9.54200432258	9.38479782258	0.983524792624	1	../../input/fastq/Bam/RIL134_0_GTCCGC_FC197L3.recal.bam
GN160_?	33340216	101	3367361816	9.05204789247	8.90431855914	0.983680009752	1	../../input/fastq/Bam/RIL160_0_CCGTCC_FC0813L7.recal.bam
GN33_?	44575220	101	4502097220	12.1024118817	11.9056709409	0.983743658472	1	../../input/fastq/Bam/RIL33_0_GGCTAC_FC153L7.recal.bam
GN99_?	42950650	101	4338015650	11.6613323925	11.4717727688	0.983744599907	1	../../input/fastq/Bam/RIL99_0_TGACCA_FC193L6.recal.bam
GN241_?	44190824	101	4463273224	11.9980463011	11.8034483522	0.983780863647	1	../../input/fastq/Bam/RIL241_0_CGTACG_FC197L8.recal.bam
GN13_?	59515852	101	6011101052	16.1588737957	15.8969821532	0.983792704505	2	../../input/fastq/Bam/RIL13_0_TTAGGC_FC193L5.recal.bam
GN130_?	34315124	101	3465827524	9.31674065591	9.16650288441	0.98387442808	1	../../input/fastq/Bam/RIL130_0_ACTGAT_FC0813L7.recal.bam
GN29_?	32682456	101	3300928056	8.87346251613	8.73260226882	0.984125672807	1	../../input/fastq/Bam/RIL29_0_CGTACG_FC153L7.recal.bam
GN109_?	63629842	101	6426614042	17.2758441989	17.001861336	0.984140696122	1	../../input/fastq/Bam/RIL109_0_GTTTCG_FC0813L7.recal.bam
GN64_?	26400856	101	2666486456	7.16797434409	7.05439468548	0.984154566806	1	../../input/fastq/Bam/RIL64_0_ACTTGA_FC197L6.recal.bam
GN222_?	19286810	101	1947967810	5.23647260753	5.1540756129	0.984264790289	1	../../input/fastq/Bam/RIL222_0_GTGGCC_FC197L6.recal.bam
GN183_?	26448476	101	2671296076	7.18090343011	7.06916023387	0.984438838744	1	../../input/fastq/Bam/RIL183_0_GTTTCG_FC0813L8.recal.bam
GN37_?	30617160	101	3092333160	8.31272354839	8.18368111559	0.984476515784	1	../../input/fastq/Bam/RIL37_0_ACTGAT_FC153L7.recal.bam
GN7_?	23157604	101	2338918004	6.28741398925	6.18985369086	0.984483239285	1	../../input/fastq/Bam/RIL7_0_GGCTAC_FC153L5.recal.bam
GN87_?	38459868	101	3884446668	10.4420609355	10.2824727903	0.98471679622	1	../../input/fastq/Bam/RIL87_0_AGTCAA_FC197L3.recal.bam
GN116_?	30640638	101	3094704438	8.31909795161	8.19523502688	0.985111014986	1	../../input/fastq/Bam/RIL116_0_TGACCA_FC197L2.recal.bam
GN15_?	26750652	101	2701815852	7.26294583871	7.15508055376	0.985148548903	1	../../input/fastq/Bam/RIL15_0_GATCAG_FC153L6.recal.bam
GN177_?	78760532	101	7954813732	21.3839078817	21.0665911317	0.985160955998	2	../../input/fastq/Bam/RIL177_0_GAGTGG_FC271L4.recal.bam
GN205_?	37126834	101	3749810234	10.0801350376	9.93099713441	0.985204771298	1	../../input/fastq/Bam/RIL205_0_CAGATC_FC205L2.recal.bam
GN25_?	25158520	101	2541010520	6.83067344086	6.72987869892	0.985243806074	2	../../input/fastq/Bam/RIL25_0_TTAGGC_FC193L6.recal.bam
GN34_?	35150872	101	3550238072	9.54365073118	9.40289256989	0.985251119802	1	../../input/fastq/Bam/RIL34_0_GTGGCC_FC153L7.recal.bam
GN141_?	30137266	101	3043863866	8.18242974731	8.06183574731	0.985261834965	1	../../input/fastq/Bam/RIL141_0_GAGTGG_FC197L3.recal.bam
